timestamp,throttle,steer,brake,speed_kmh,location_x,location_y,collision,collided_with,anomaly
1536.93033695966,0.0,0.0,0.0,0.39110716581344607,21.630592346191406,140.97271728515625,False,None,None
1538.4399586617947,0.0,0.0,0.0,0.0,21.630592346191406,140.97271728515625,False,None,None
1538.4628901593387,0.0,0.0,0.0,0.0,21.630592346191406,140.97271728515625,False,None,None
1538.487921461463,0.0,0.0,0.0,0.0,21.630592346191406,140.97271728515625,False,None,None
1538.5135146602988,0.0,0.0,0.0,0.0,21.630592346191406,140.97271728515625,False,None,None
1538.538220461458,0.0,0.0,0.0,0.0,21.630592346191406,140.97271728515625,False,None,None
1538.5601896606386,0.0,0.0,0.0,0.0,21.630592346191406,140.97271728515625,False,None,None
1538.58805635944,0.0,0.0,0.0,0.0,21.630592346191406,140.97271728515625,False,None,None
1538.611552760005,0.0,0.0,0.0,0.0,21.630592346191406,140.97271728515625,False,None,None
1538.632406361401,0.0,0.0,0.0,0.0,21.630592346191406,140.97271728515625,False,None,None
1538.6569077596068,0.0,0.0,0.0,0.0,21.630592346191406,140.97271728515625,False,None,None
1538.6781363599002,0.0,0.0,0.0,0.0,21.630592346191406,140.97271728515625,False,None,None
1538.699059959501,0.0,0.0,0.0,0.0,21.630592346191406,140.97271728515625,False,None,None
1538.722922861576,0.0,0.0,0.0,0.0,21.630592346191406,140.97271728515625,False,None,None
1538.74341776222,0.0,0.0,0.0,0.0,21.630592346191406,140.97271728515625,False,None,None
1538.763179462403,0.0,0.0,0.0,0.0,21.630592346191406,140.97271728515625,False,None,None
1538.7814271599054,0.0,0.0,0.0,0.0,21.630592346191406,140.97271728515625,False,None,None
1538.8011940605938,0.0,0.0,0.0,0.0,21.630592346191406,140.97271728515625,False,None,None
1538.8261629603803,0.0,0.0,0.0,0.0,21.630592346191406,140.97271728515625,False,None,None
1538.8474783599377,0.0,0.0,0.0,0.0,21.630592346191406,140.97271728515625,False,None,None
1538.8691619597375,0.0,0.0,0.0,0.0,21.630592346191406,140.97271728515625,False,None,None
1538.8915937617421,0.0,0.0,0.0,0.0,21.630592346191406,140.97271728515625,False,None,None
1538.9138756617904,0.0,0.0,0.0,0.0,21.630592346191406,140.97271728515625,False,None,None
1538.9372271597385,0.0,0.0,0.0,0.0,21.630592346191406,140.97271728515625,False,None,None
1538.9588985592127,0.0,0.0,0.0,0.0,21.630592346191406,140.97271728515625,False,None,None
1538.9813527613878,0.0,0.0,0.0,0.0,21.630592346191406,140.97271728515625,False,None,None
1539.0014425590634,0.0,0.0,0.0,0.0,21.630592346191406,140.97271728515625,False,None,None
1539.024984959513,0.0,0.0,0.0,0.0,21.630592346191406,140.97271728515625,False,None,None
1539.045175459236,0.0,0.0,0.0,0.0,21.630592346191406,140.97271728515625,False,None,None
1539.0668733604252,0.0,0.0,0.0,0.0,21.630592346191406,140.97271728515625,False,None,None
1539.0897694602609,0.0,0.0,0.0,0.0,21.630592346191406,140.97271728515625,False,None,None
1539.111219059676,0.0,0.0,0.0,0.0,21.630592346191406,140.97271728515625,False,None,None
